"jobTitle-link","jobTitle-link href","jobDate","jobLocation"
"Personal Care Assistants | South Melbourne location","https://careers.australianunity.com.au/job/South-Melbourne-Personal-Care-Assistants-South-Melbourne-location-VIC-3205/1059097166/","30 Dec 2024","South Melbourne, VIC, AU, 3205"
"Food Services Assistant | The Alba Aged Care","https://careers.australianunity.com.au/job/South-Melbourne-Food-Services-Assistant-The-Alba-Aged-Care-VIC-3205/1059097966/","30 Dec 2024","South Melbourne, VIC, AU, 3205"
"Support Worker - Personal Care - Coffs Harbour & Surrounds","https://careers.australianunity.com.au/job/Coffs-Harbour-Support-Worker-Personal-Care-Coffs-Harbour-&-Surrounds-NSW-2450/1053462866/","29 Dec 2024","Coffs Harbour, NSW, AU, 2450"
"Experienced Home Care Support Worker | Aged Care","https://careers.australianunity.com.au/job/Ulladulla-Experienced-Home-Care-Support-Worker-Aged-Care-NSW-2539/948522610/","29 Dec 2024","Ulladulla, NSW, AU, 2539"
"Support Workers - Experienced - Narrabri NSW","https://careers.australianunity.com.au/job/Narrabri-Support-Workers-Experienced-Narrabri-NSW-NSW-2390/1057471966/","28 Dec 2024","Narrabri, NSW, AU, 2390"
"Support Worker - Personal Care - Goonellabah & Surrounds","https://careers.australianunity.com.au/job/Alstonville-Support-Worker-Personal-Care-Goonellabah-&-Surrounds-NSW-2477/1050007466/","28 Dec 2024","Alstonville, NSW, AU, 2477"
"Support Worker - Personal Care - Grafton & Surrounds","https://careers.australianunity.com.au/job/Grafton-Support-Worker-Personal-Care-Grafton-&-Surrounds-NSW-2460/1058365966/","28 Dec 2024","Grafton, NSW, AU, 2460"
"Support Workers - Experienced - Bingara NSW","https://careers.australianunity.com.au/job/Bingara-Support-Workers-Experienced-Bingara-NSW-NSW-2404/1057471366/","28 Dec 2024","Bingara, NSW, AU, 2404"
"Experienced Home Support Worker - Aged Care | Lismore & Surrounds","https://careers.australianunity.com.au/job/Lismore-Experienced-Home-Support-Worker-Aged-Care-Lismore-&-Surrounds-NSW-2480/1049996866/","28 Dec 2024","Lismore, NSW, AU, 2480"
"Home Support Worker - Aged Care |  Casino & Surrounds","https://careers.australianunity.com.au/job/Casino-Home-Support-Worker-Aged-Care-Casino-&-Surrounds-NSW-2470/1058364566/","28 Dec 2024","Casino, NSW, AU, 2470"
"Experienced Home Support Worker - Aged Care | Casino & Surrounds","https://careers.australianunity.com.au/job/Casino-Experienced-Home-Support-Worker-Aged-Care-Casino-&-Surrounds-NSW-2470/1050000566/","28 Dec 2024","Casino, NSW, AU, 2470"
"Home Support Worker - Aged Care |  Maclean & Surrounds","https://careers.australianunity.com.au/job/Maclean-Home-Support-Worker-Aged-Care-Maclean-&-Surrounds-NSW-2463/1058367566/","28 Dec 2024","Maclean, NSW, AU, 2463"
"Home Care Support Worker | Aged Care","https://careers.australianunity.com.au/job/Dapto-Home-Care-Support-Worker-Aged-Care-NSW-2530/1057443966/","28 Dec 2024","Dapto, NSW, AU, 2530"
"Support Workers - Raymond Terrace/Medowie","https://careers.australianunity.com.au/job/Forster-Tuncurry-Support-Workers-Raymond-TerraceMedowie-NSW-2324/1056418666/","27 Dec 2024","Forster-Tuncurry, NSW, AU, 2324"
"Support Worker - Personal Care - Tenterfield","https://careers.australianunity.com.au/job/Tenterfield-Support-Worker-Personal-Care-Tenterfield-NSW-2372/949501710/","27 Dec 2024","Tenterfield, NSW, AU, 2372"
"Support Worker - Entry Level - Walgett","https://careers.australianunity.com.au/job/Walgett-Support-Worker-Entry-Level-Walgett-NSW-2832/1055397666/","27 Dec 2024","Walgett, NSW, AU, 2832"
"Experienced Home Support Worker - Aged Care | Armidale & Surrounds","https://careers.australianunity.com.au/job/Armidale%2C-Guyra%2C-Walcha-Experienced-Home-Support-Worker-Aged-Care-Armidale-&-Surrounds-NSW-2350%2C-2365/949493510/","27 Dec 2024","Armidale, Guyra, Walcha, NSW, AU, 2350, 2365"
"Experienced Home Support Worker - Aged Care | Glen Innes & Surrounds","https://careers.australianunity.com.au/job/Glen-Innes-Experienced-Home-Support-Worker-Aged-Care-Glen-Innes-&-Surrounds-NSW-2370/949495210/","27 Dec 2024","Glen Innes, NSW, AU, 2370"
"Experienced Home Support Worker - Aged Care | Inverell & Surrounds","https://careers.australianunity.com.au/job/Bundara%2C-Inverell%2C-Tingha%2C-Ash-Experienced-Home-Support-Worker-Aged-Care-Inverell-&-Surrounds-NSW-2359%2C-2360/949498310/","27 Dec 2024","Bundara, Inverell, Tingha, Ash, NSW, AU, 2359, 2360"
"Support Worker - Forbes","https://careers.australianunity.com.au/job/Forbes-Support-Worker-Forbes-NSW-2871/1050511566/","26 Dec 2024","Forbes, NSW, AU, 2871"
"Experienced Home Support Worker - Aged Care | Umina Beach & Surrounds","https://careers.australianunity.com.au/job/Umina-Beach-Experienced-Home-Support-Worker-Aged-Care-Umina-Beach-&-Surrounds-NSW-2257/949432310/","26 Dec 2024","Umina Beach, NSW, AU, 2257"
"Support Worker - Lake Cargelligo","https://careers.australianunity.com.au/job/Lake-Cargelligo-Support-Worker-Lake-Cargelligo-NSW-2672/1050510166/","26 Dec 2024","Lake Cargelligo, NSW, AU, 2672"
"Support Workers - Forster-Tuncurry NSW","https://careers.australianunity.com.au/job/Forster-Tuncurry-Support-Workers-Forster-Tuncurry-NSW-NSW-2428/1056365466/","26 Dec 2024","Forster-Tuncurry, NSW, AU, 2428"
"Support Worker - Entry Level & Experienced - South Grafton & surrounding area","https://careers.australianunity.com.au/job/South-Grafton%2CUlmarra-Support-Worker-Entry-Level-&-Experienced-South-Grafton-&-surrounding-area-NSW-2460%2C-2462/1057352966/","26 Dec 2024","South Grafton,Ulmarra, NSW, AU, 2460, 2462"
"Support Worker - Entry Level - Coonabarabran & Surrounds","https://careers.australianunity.com.au/job/Coonabarabran-Support-Worker-Entry-Level-Coonabarabran-&-Surrounds-NSW-2357/1050457666/","25 Dec 2024","Coonabarabran, NSW, AU, 2357"
"Support Worker - Personal Care - Mullumbimby & Surrounds","https://careers.australianunity.com.au/job/Mullumbimby%2C-Ocean-Shores-Support-Worker-Personal-Care-Mullumbimby-&-Surrounds-NSW-2482%2C-2483/1053349566/","25 Dec 2024","Mullumbimby, Ocean Shores, NSW, AU, 2482, 2483"
"Support Worker - Entry Level or Experienced - Mullumbimby & Surrounds","https://careers.australianunity.com.au/job/Mullumbimby%2C-Ocean-Shores-Support-Worker-Entry-Level-or-Experienced-Mullumbimby-&-Surrounds-NSW-2482%2C-2483/1053348666/","25 Dec 2024","Mullumbimby, Ocean Shores, NSW, AU, 2482, 2483"
"Support Worker - Experienced - Gilgandra & Surrounds","https://careers.australianunity.com.au/job/Gilgandra-Support-Worker-Experienced-Gilgandra-&-Surrounds-NSW-2827/1057310966/","25 Dec 2024","Gilgandra, NSW, AU, 2827"
"Support Worker - Personal Care - Gilgandra & Surrounds","https://careers.australianunity.com.au/job/Gilgandra-Support-Worker-Personal-Care-Gilgandra-&-Surrounds-NSW-2827/1057310566/","25 Dec 2024","Gilgandra, NSW, AU, 2827"
"Experienced Home Support Worker - Aged Care | Ballina & Surrounds","https://careers.australianunity.com.au/job/Ballina-Experienced-Home-Support-Worker-Aged-Care-Ballina-&-Surrounds-NSW-2478/1053347466/","25 Dec 2024","Ballina, NSW, AU, 2478"
"Support Worker - Experienced - Gunnedah","https://careers.australianunity.com.au/job/Gunnedah%2C-Curlewis-Support-Worker-Experienced-Gunnedah-NSW-2380%2C-2381/949500610/","25 Dec 2024","Gunnedah, Curlewis, NSW, AU, 2380, 2381"
"Home Support Worker - Aged Care |  Kyogle & Surrounds","https://careers.australianunity.com.au/job/Kyogle-Home-Support-Worker-Aged-Care-Kyogle-&-Surrounds-NSW-2474/1050451366/","25 Dec 2024","Kyogle, NSW, AU, 2474"
"Personal Care Support Worker - Hills District","https://careers.australianunity.com.au/job/Castle-Hill-Personal-Care-Support-Worker-Hills-District-NSW-2154/1054391766/","25 Dec 2024","Castle Hill, NSW, AU, 2154"
"Chef Manager | Aged Care","https://careers.australianunity.com.au/job/Port-Macquarie-Chef-Manager-Aged-Care-NSW-2444/1058199566/","24 Dec 2024","Port Macquarie, NSW, AU, 2444"
"Support Worker - Entry Level & Experienced - Goonellabah & Surrounds","https://careers.australianunity.com.au/job/Goonellabah-Support-Worker-Entry-Level-&-Experienced-Goonellabah-&-Surrounds-NSW-2480/1053345066/","24 Dec 2024","Goonellabah, NSW, AU, 2480"
"Support Worker - Personal Care - Broken Hill","https://careers.australianunity.com.au/job/Broken-Hill-Support-Worker-Personal-Care-Broken-Hill-NSW-2880/1055353166/","24 Dec 2024","Broken Hill, NSW, AU, 2880"
"Support Worker - Personal Care - North Gosford & Surrounds","https://careers.australianunity.com.au/job/North-Gosford-Support-Worker-Personal-Care-North-Gosford-&-Surrounds-NSW-2250/1058194366/","24 Dec 2024","North Gosford, NSW, AU, 2250"
"Support Workers - Experienced - Gunnedah NSW","https://careers.australianunity.com.au/job/Gunnedah-Support-Workers-Experienced-Gunnedah-NSW-NSW-2380/1056317066/","23 Dec 2024","Gunnedah, NSW, AU, 2380"
"Support Worker - Personal Care - Narromine, Trangie & Surrounds","https://careers.australianunity.com.au/job/Narromine%2C-Trangie-Support-Worker-Personal-Care-Narromine%2C-Trangie-&-Surrounds-NSW-2821%2C-2823/1056331266/","23 Dec 2024","Narromine, Trangie, NSW, AU, 2821, 2823"
"Home Support Worker - Aged Care |  Forster & Surrounds","https://careers.australianunity.com.au/job/Forster-Home-Support-Worker-Aged-Care-Forster-&-Surrounds-NSW-2428/1052279066/","23 Dec 2024","Forster, NSW, AU, 2428"
"Experienced Home Support Worker - Aged Care | Forster & Surrounds","https://careers.australianunity.com.au/job/Forster-Experienced-Home-Support-Worker-Aged-Care-Forster-&-Surrounds-NSW-2428/1052278766/","23 Dec 2024","Forster, NSW, AU, 2428"
"Rostering Coordinator - Port Macquarie Based","https://careers.australianunity.com.au/job/Port-Macquarie-Rostering-Coordinator-Port-Macquarie-Based-NSW-2444/1056332066/","23 Dec 2024","Port Macquarie, NSW, AU, 2444"
"Food Service Assistant | Vermont South location","https://careers.australianunity.com.au/job/Vermont-South-Food-Service-Assistant-Vermont-South-location-VIC-3133/1057256866/","22 Dec 2024","Vermont South, VIC, AU, 3133"
"Experienced Home Support Worker - Aged Care | Tamworth & Surrounds","https://careers.australianunity.com.au/job/Tamworth-Experienced-Home-Support-Worker-Aged-Care-Tamworth-&-Surrounds-NSW-2340/1053234866/","22 Dec 2024","Tamworth, NSW, AU, 2340"
"Home Support Worker - Aged Care | Banora Point & Surrounds","https://careers.australianunity.com.au/job/Banora-Point-Home-Support-Worker-Aged-Care-Banora-Point-&-Surrounds-NSW-2486/949347110/","22 Dec 2024","Banora Point, NSW, AU, 2486"
"Experienced Home Support Worker - Aged Care | Kingscliff & Surrounds","https://careers.australianunity.com.au/job/Kingscliff%2C-Pottsville-Experienced-Home-Support-Worker-Aged-Care-Kingscliff-&-Surrounds-NSW-2487%2C-2489/949345810/","22 Dec 2024","Kingscliff, Pottsville, NSW, AU, 2487, 2489"
"Home Support Worker - Aged Care | Kingscliff & Surrounds","https://careers.australianunity.com.au/job/Kingscliff%2C-Pottsville-Home-Support-Worker-Aged-Care-Kingscliff-&-Surrounds-NSW-2487%2C-2489/949345310/","22 Dec 2024","Kingscliff, Pottsville, NSW, AU, 2487, 2489"
"Experienced Home Support Worker - Aged Care | Newcastle & Surrounds","https://careers.australianunity.com.au/job/Newcastle%2C-Merewether-Experienced-Home-Support-Worker-Aged-Care-Newcastle-&-Surrounds-NSW-2300%2C-2291/1053215966/","22 Dec 2024","Newcastle, Merewether, NSW, AU, 2300, 2291"
"Personal Care Assistants - Permanent AM shifts | Vermont South Location","https://careers.australianunity.com.au/job/Vermont-South-Personal-Care-Assistants-Permanent-AM-shifts-Vermont-South-Location-VIC-3133/1057200366/","21 Dec 2024","Vermont South, VIC, AU, 3133"
"Experienced Home Support Worker - Aged Care | Gunnedah & Surrounds","https://careers.australianunity.com.au/job/Gunnedah%2C-Curlewis-Experienced-Home-Support-Worker-Aged-Care-Gunnedah-&-Surrounds-NSW-2380%2C-2381/949500810/","21 Dec 2024","Gunnedah, Curlewis, NSW, AU, 2380, 2381"
"Registered Nurse - Permanent Night Duty | Vermont South location","https://careers.australianunity.com.au/job/Vermont-South-Registered-Nurse-Permanent-Night-Duty-Vermont-South-location-VIC-3133/1057198566/","21 Dec 2024","Vermont South, VIC, AU, 3133"
"Support Workers - Laurieton NSW","https://careers.australianunity.com.au/job/Laurieton-Support-Workers-Laurieton-NSW-NSW-2443/948226710/","20 Dec 2024","Laurieton, NSW, AU, 2443"
"Support Worker - Personal Care - Maitland & Surrounds","https://careers.australianunity.com.au/job/Maitland-Support-Worker-Personal-Care-Maitland-&-Surrounds-NSW-2320/1056178666/","20 Dec 2024","Maitland, NSW, AU, 2320"
"Home Care Support Worker - Broken Hill","https://careers.australianunity.com.au/job/Broken-Hill-Home-Care-Support-Worker-Broken-Hill-NSW-2880/1058138166/","20 Dec 2024","Broken Hill, NSW, AU, 2880"
"Support Worker - Grenfell","https://careers.australianunity.com.au/job/Grenfell-Support-Worker-Grenfell-NSW-2810/1056179166/","20 Dec 2024","Grenfell, NSW, AU, 2810"
"Home Care Support Worker | Aged Care","https://careers.australianunity.com.au/job/Jindabyne%2C-Berridale-Home-Care-Support-Worker-Aged-Care-NSW-2627%2C-2628/947617810/","20 Dec 2024","Jindabyne, Berridale, NSW, AU, 2627, 2628"
"Experienced Home Care Support Worker | Aged Care","https://careers.australianunity.com.au/job/Jerilderie%2C-Finley-Experienced-Home-Care-Support-Worker-Aged-Care-NSW-2716%2C-2713/1052254066/","20 Dec 2024","Jerilderie, Finley, NSW, AU, 2716, 2713"
"Support Worker - Experienced - Ashtonfield & Surrounds","https://careers.australianunity.com.au/job/Ashtonfield-Support-Worker-Experienced-Ashtonfield-&-Surrounds-NSW-2323/1053185966/","19 Dec 2024","Ashtonfield, NSW, AU, 2323"
"Support Worker - Personal Care - Lake Munmorah & Surrounds","https://careers.australianunity.com.au/job/Lake-Munmorah-Support-Worker-Personal-Care-Lake-Munmorah-&-Surrounds-NSW-2259/1056135566/","19 Dec 2024","Lake Munmorah, NSW, AU, 2259"
"Support Worker - Personal Care - Tanilba Bay & Surrounds","https://careers.australianunity.com.au/job/Tanilba-Bay-Support-Worker-Personal-Care-Tanilba-Bay-&-Surrounds-NSW-2319/1049825066/","19 Dec 2024","Tanilba Bay, NSW, AU, 2319"
"Support Workers - Bellingen NSW","https://careers.australianunity.com.au/job/Bellingen-Support-Workers-Bellingen-NSW-NSW-2454/949170010/","19 Dec 2024","Bellingen, NSW, AU, 2454"
"Support Worker - Entry Level & Experienced - Lake Munmorah & Surrounds","https://careers.australianunity.com.au/job/Lake-Munmorah-Support-Worker-Entry-Level-&-Experienced-Lake-Munmorah-&-Surrounds-NSW-2259/949432810/","19 Dec 2024","Lake Munmorah, NSW, AU, 2259"
"Home Care Support Worker - Berowra","https://careers.australianunity.com.au/job/Berowra-Home-Care-Support-Worker-Berowra-NSW-2081/1051218266/","19 Dec 2024","Berowra, NSW, AU, 2081"
"Home Care Support Worker - St George Suburbs","https://careers.australianunity.com.au/job/Rockdale-Home-Care-Support-Worker-St-George-Suburbs-NSW-2216/1058050466/","19 Dec 2024","Rockdale, NSW, AU, 2216"
"Service Team Coordinator - Warners Bay based","https://careers.australianunity.com.au/job/Newcastle-Service-Team-Coordinator-Warners-Bay-based-NSW-2300/1058973166/","19 Dec 2024","Newcastle, NSW, AU, 2300"
"Service Care Coordinator - Warners Bay Based","https://careers.australianunity.com.au/job/Newcastle-Service-Care-Coordinator-Warners-Bay-Based-NSW-2300/1058973866/","19 Dec 2024","Newcastle, NSW, AU, 2300"
"Chef","https://careers.australianunity.com.au/job/Carlton-Chef-VIC-3053/1058959966/","19 Dec 2024","Carlton, VIC, AU, 3053"
"General Manager","https://careers.australianunity.com.au/job/Carlton-General-Manager-VIC-3053/1058955066/","19 Dec 2024","Carlton, VIC, AU, 3053"
